pokemon_species_id,local_language_id,name,genus
16,8,Pidgey,Pokémon Uccellino
16,9,Pidgey,Tiny Bird Pokémon
16,11,ポッポ,ことりポケモン
16,12,波波,小鸟宝可梦
17,1,ピジョン,とりポケモン
17,2,Pigeon,
17,3,피죤,새포켓몬
17,4,比比鳥,鳥寶可夢
17,5,Roucoups,Pokémon Oiseau
17,6,Tauboga,Vogel
17,7,Pidgeotto,Pokémon Pájaro
17,8,Pidgeotto,Pokémon Uccello
17,9,Pidgeotto,Bird Pokémon
17,11,ピジョン,とりポケモン
17,12,比比鸟,鸟宝可梦
18,1,ピジョット,とりポケモン
18,2,Pigeot,
18,3,피죤투,새포켓몬
18,4,大比鳥,鳥寶可夢
18,5,Roucarnage,Pokémon Oiseau
18,6,Tauboss,Vogel
18,7,Pidgeot,Pokémon Pájaro
18,8,Pidgeot,Pokémon Uccello
18,9,Pidgeot,Bird Pokémon
18,11,ピジョット,とりポケモン
18,12,大比鸟,鸟宝可梦
19,1,コラッタ,ねずみポケモン
19,2,Koratta,
19,3,꼬렛,쥐포켓몬
19,4,小拉達,鼠寶可夢
19,5,Rattata,Pokémon Souris
19,6,Rattfratz,Maus
19,7,Rattata,Pokémon Ratón
19,8,Rattata,Pokémon Topo
19,9,Rattata,Mouse Pokémon
19,11,コラッタ,ねずみポケモン
19,12,小拉达,鼠宝可梦
20,1,ラッタ,ねずみポケモン
20,2,Ratta,
20,3,레트라,쥐포켓몬
20,4,拉達,鼠寶可夢
20,5,Rattatac,Pokémon Souris
20,6,Rattikarl,Maus
20,7,Raticate,Pokémon Ratón
20,8,Raticate,Pokémon Topo
20,9,Raticate,Mouse Pokémon
20,11,ラッタ,ねずみポケモン
20,12,拉达,鼠宝可梦
21,1,オニスズメ,ことりポケモン
21,2,Onisuzume,
21,3,깨비참,아기새포켓몬
21,4,烈雀,小鳥寶可夢
21,5,Piafabec,Pokémon Minoiseau
21,6,Habitak,Kleinvogel
21,7,Spearow,Pokémon Pajarito
21,8,Spearow,Pokémon Uccellino
21,9,Spearow,Tiny Bird Pokémon
21,11,オニスズメ,ことりポケモン
21,12,烈雀,小鸟宝可梦
22,1,オニドリル,くちばしポケモン
22,2,Onidrill,
22,3,깨비드릴조,부리포켓몬
22,4,大嘴雀,鳥嘴寶可夢
22,5,Rapasdepic,Pokémon Bec-Oiseau
22,6,Ibitak,Pickvogel
22,7,Fearow,Pokémon Pico
22,8,Fearow,Pokémon Becco
22,9,Fearow,Beak Pokémon
22,11,オニドリル,くちばしポケモン
22,12,大嘴雀,鸟嘴宝可梦
23,1,アーボ,へびポケモン
23,2,Arbo,
23,3,아보,뱀포켓몬
23,4,阿柏蛇,蛇寶可夢
23,5,Abo,Pokémon Serpent
23,6,Rettan,Schlange
23,7,Ekans,Pokémon Serpiente
23,8,Ekans,Pokémon Serpente
23,9,Ekans,Snake Pokémon
23,11,アーボ,へびポケモン
23,12,阿柏蛇,蛇宝可梦
24,1,アーボック,コブラポケモン
24,2,Arbok,
24,3,아보크,코브라포켓몬
24,4,阿柏怪,眼鏡蛇寶可夢
24,5,Arbok,Pokémon Cobra
24,6,Arbok,Kobra
24,7,Arbok,Pokémon Cobra
24,8,Arbok,Pokémon Cobra
24,9,Arbok,Cobra Pokémon
24,11,アーボック,コブラポケモン
24,12,阿柏怪,眼镜蛇宝可梦
25,1,ピカチュウ,ねずみポケモン
25,2,Pikachu,
25,3,피카츄,쥐포켓몬
25,4,皮卡丘,鼠寶可夢
25,5,Pikachu,Pokémon Souris
25,6,Pikachu,Maus-Pokémon
25,7,Pikachu,Pokémon Ratón
25,8,Pikachu,Pokémon Topo
25,9,Pikachu,Mouse Pokémon
25,11,ピカチュウ,ねずみポケモン
25,12,皮卡丘,鼠宝可梦
26,1,ライチュウ,ねずみポケモン
26,2,Raichu,
26,3,라이츄,쥐포켓몬
26,4,雷丘,鼠寶可夢
26,5,Raichu,Pokémon Souris
26,6,Raichu,Maus-Pokémon
26,7,Raichu,Pokémon Ratón
26,8,Raichu,Pokémon Topo
26,9,Raichu,Mouse Pokémon
26,11,ライチュウ,ねずみポケモン
26,12,雷丘,鼠宝可梦
27,1,サンド,ねずみポケモン
27,2,Sand,
27,3,모래두지,쥐포켓몬
27,4,穿山鼠,鼠寶可夢
27,5,Sabelette,Pokémon Souris
27,6,Sandan,Maus-Pokémon
27,7,Sandshrew,Pokémon Ratón
27,8,Sandshrew,Pokémon Topo
27,9,Sandshrew,Mouse Pokémon
27,11,サンド,ねずみポケモン
27,12,穿山鼠,鼠宝可梦
28,1,サンドパン,ねずみポケモン
28,2,Sandpan,
28,3,고지,쥐포켓몬
28,4,穿山王,鼠寶可夢
28,5,Sablaireau,Pokémon Souris
28,6,Sandamer,Maus-Pokémon
28,7,Sandslash,Pokémon Ratón
28,8,Sandslash,Pokémon Topo
28,9,Sandslash,Mouse Pokémon
28,11,サンドパン,ねずみポケモン
28,12,穿山王,鼠宝可梦
29,1,ニドラン♀,どくばりポケモン
29,2,Nidoran♀,
29,3,니드런♀,독침포켓몬
29,4,尼多蘭,毒針寶可夢
29,5,Nidoran♀,Pokémon Vénépic
29,6,Nidoran♀,Giftdorn-Pokémon
29,7,Nidoran♀,Pokémon Pin Veneno
29,8,Nidoran♀,Pokémon Velenago
29,9,Nidoran♀,Poison Pin Pokémon
29,11,ニドラン♀,どくばりポケモン
29,12,尼多兰,毒针宝可梦
30,1,ニドリーナ,どくばりポケモン
30,2,Nidorina,
30,3,니드리나,독침포켓몬
30,4,尼多娜,毒針寶可夢
30,5,Nidorina,Pokémon Vénépic
30,6,Nidorina,Giftdorn-Pokémon
30,7,Nidorina,Pokémon Pin Veneno
30,8,Nidorina,Pokémon Velenago
30,9,Nidorina,Poison Pin Pokémon
30,11,ニドリーナ,どくばりポケモン
30,12,尼多娜,毒针宝可梦
31,1,ニドクイン,ドリルポケモン
31,2,Nidoqueen,
31,3,니드퀸,드릴포켓몬
31,4,尼多后,鑽錐寶可夢
31,5,Nidoqueen,Pokémon Perceur
31,6,Nidoqueen,Bohrer-Pokémon
31,7,Nidoqueen,Pokémon Taladro
31,8,Nidoqueen,Pokémon Trapano
31,9,Nidoqueen,Drill Pokémon
31,11,ニドクイン,ドリルポケモン
31,12,尼多后,钻锥宝可梦
32,1,ニドラン♂,どくばりポケモン
32,2,Nidoran♂,
32,3,니드런♂,독침포켓몬
32,4,尼多朗,毒針寶可夢
32,5,Nidoran♂,Pokémon Vénépic
32,6,Nidoran♂,Giftdorn-Pokémon
32,7,Nidoran♂,Pokémon Pin Veneno
32,8,Nidoran♂,Pokémon Velenago
32,9,Nidoran♂,Poison Pin Pokémon
32,11,ニドラン♂,どくばりポケモン
32,12,尼多朗,毒针宝可梦
33,1,ニドリーノ,どくばりポケモン
33,2,Nidorino,
33,3,니드리노,독침포켓몬
33,4,尼多力諾,毒針寶可夢
33,5,Nidorino,Pokémon Vénépic
33,6,Nidorino,Giftdorn-Pokémon
33,7,Nidorino,Pokémon Pin Veneno
33,8,Nidorino,Pokémon Velenago
33,9,Nidorino,Poison Pin Pokémon
33,11,ニドリーノ,どくばりポケモン
33,12,尼多力诺,毒针宝可梦
34,1,ニドキング,ドリルポケモン
34,2,Nidoking,
34,3,니드킹,드릴포켓몬
34,4,尼多王,鑽錐寶可夢
34,5,Nidoking,Pokémon Perceur
34,6,Nidoking,Bohrer-Pokémon
34,7,Nidoking,Pokémon Taladro
34,8,Nidoking,Pokémon Trapano
34,9,Nidoking,Drill Pokémon
34,11,ニドキング,ドリルポケモン
34,12,尼多王,钻锥宝可梦
35,1,ピッピ,ようせいポケモン
35,2,Pippi,
35,3,삐삐,요정포켓몬
35,4,皮皮,妖精寶可夢
35,5,Mélofée,Pokémon Fée
35,6,Piepi,Feen-Pokémon
35,7,Clefairy,Pokémon Hada
35,8,Clefairy,Pokémon Fata
35,9,Clefairy,Fairy Pokémon
35,11,ピッピ,ようせいポケモン
35,12,皮皮,妖精宝可梦
36,1,ピクシー,ようせいポケモン
36,2,Pixy,
36,3,픽시,요정포켓몬
36,4,皮可西,妖精寶可夢
36,5,Mélodelfe,Pokémon Fée
36,6,Pixi,Feen-Pokémon
36,7,Clefable,Pokémon Hada
36,8,Clefable,Pokémon Fata
36,9,Clefable,Fairy Pokémon
36,11,ピクシー,ようせいポケモン
36,12,皮可西,妖精宝可梦
37,1,ロコン,きつねポケモン
37,2,Rokon,
37,3,식스테일,여우포켓몬
37,4,六尾,狐狸寶可夢
37,5,Goupix,Pokémon Renard
37,6,Vulpix,Fuchs-Pokémon
37,7,Vulpix,Pokémon Zorro
37,8,Vulpix,Pokémon Volpe
37,9,Vulpix,Fox Pokémon
37,11,ロコン,きつねポケモン
37,12,六尾,狐狸宝可梦
38,1,キュウコン,きつねポケモン
38,2,Kyukon,
38,3,나인테일,여우포켓몬
38,4,九尾,狐狸寶可夢
38,5,Feunard,Pokémon Renard
38,6,Vulnona,Fuchs-Pokémon
38,7,Ninetales,Pokémon Zorro
38,8,Ninetales,Pokémon Volpe
38,9,Ninetales,Fox Pokémon
38,11,キュウコン,きつねポケモン
38,12,九尾,狐狸宝可梦
39,1,プリン,ふうせんポケモン
39,2,Purin,
39,3,푸린,풍선포켓몬
39,4,胖丁,氣球寶可夢
39,5,Rondoudou,Pokémon Bouboule
39,6,Pummeluff,Ballon-Pokémon
39,7,Jigglypuff,Pokémon Globo
39,8,Jigglypuff,Pokémon Pallone
39,9,Jigglypuff,Balloon Pokémon
39,11,プリン,ふうせんポケモン
39,12,胖丁,气球宝可梦
40,1,プクリン,ふうせんポケモン
40,2,Pukurin,
40,3,푸크린,풍선포켓몬
40,4,胖可丁,氣球寶可夢
40,5,Grodoudou,Pokémon Bouboule
40,6,Knuddeluff,Ballon-Pokémon
40,7,Wigglytuff,Pokémon Globo
40,8,Wigglytuff,Pokémon Pallone
40,9,Wigglytuff,Balloon Pokémon
40,11,プクリン,ふうせんポケモン
40,12,胖可丁,气球宝可梦
41,1,ズバット,こうもりポケモン
41,2,Zubat,
41,3,주뱃,박쥐포켓몬
41,4,超音蝠,蝙蝠寶可夢
41,5,Nosferapti,Pokémon Chovsouris
41,6,Zubat,Fledermaus-Pokémon
41,7,Zubat,Pokémon Murciélago
41,8,Zubat,Pokémon Pipistrello
41,9,Zubat,Bat Pokémon
41,11,ズバット,こうもりポケモン
41,12,超音蝠,蝙蝠宝可梦
42,1,ゴルバット,こうもりポケモン
42,2,Golbat,
42,3,골뱃,박쥐포켓몬
42,4,大嘴蝠,蝙蝠寶可夢
42,5,Nosferalto,Pokémon Chovsouris
42,6,Golbat,Fledermaus-Pokémon
42,7,Golbat,Pokémon Murciélago
42,8,Golbat,Pokémon Pipistrello
42,9,Golbat,Bat Pokémon
42,11,ゴルバット,こうもりポケモン
42,12,大嘴蝠,蝙蝠宝可梦
43,1,ナゾノクサ,ざっそうポケモン
43,2,Nazonokusa,
43,3,뚜벅쵸,잡초포켓몬
43,4,走路草,雜草寶可夢
43,5,Mystherbe,Pokémon Racine
43,6,Myrapla,Unkraut-Pokémon
43,7,Oddish,Pokémon Hierbajo
43,8,Oddish,Pokémon Malerba
43,9,Oddish,Weed Pokémon
43,11,ナゾノクサ,ざっそうポケモン
43,12,走路草,杂草宝可梦
44,1,クサイハナ,ざっそうポケモン
44,2,Kusaihana,
44,3,냄새꼬,잡초포켓몬
44,4,臭臭花,雜草寶可夢
44,5,Ortide,Pokémon Racine
44,6,Duflor,Unkraut-Pokémon
44,7,Gloom,Pokémon Hierbajo
44,8,Gloom,Pokémon Malerba
44,9,Gloom,Weed Pokémon
44,11,クサイハナ,ざっそうポケモン
44,12,臭臭花,杂草宝可梦
45,1,ラフレシア,フラワーポケモン
45,2,Ruffresia,
45,3,라플레시아,꽃포켓몬
45,4,霸王花,花寶可夢
45,5,Rafflesia,Pokémon Fleur
45,6,Giflor,Blumen-Pokémon
45,7,Vileplume,Pokémon Flor
45,8,Vileplume,Pokémon Fiore
45,9,Vileplume,Flower Pokémon
45,11,ラフレシア,フラワーポケモン
45,12,霸王花,花宝可梦
46,1,パラス,きのこポケモン
46,2,Paras,
46,3,파라스,버섯포켓몬
46,4,派拉斯,蘑菇寶可夢
46,5,Paras,Pokémon Champignon
46,6,Paras,Pilz
46,7,Paras,Pokémon Hongo
46,8,Paras,Pokémon Fungo
46,9,Paras,Mushroom Pokémon
46,11,パラス,きのこポケモン
46,12,派拉斯,蘑菇宝可梦
47,1,パラセクト,きのこポケモン
47,2,Parasect,
47,3,파라섹트,버섯포켓몬
47,4,派拉斯特,蘑菇寶可夢
47,5,Parasect,Pokémon Champignon
47,6,Parasek,Pilz
47,7,Parasect,Pokémon Hongo
47,8,Parasect,Pokémon Fungo
47,9,Parasect,Mushroom Pokémon
47,11,パラセクト,きのこポケモン
47,12,派拉斯特,蘑菇宝可梦
48,1,コンパン,こんちゅうポケモン
48,2,Kongpang,
48,3,콘팡,곤충포켓몬
48,4,毛球,昆蟲寶可夢
48,5,Mimitoss,Pokémon Vermine
48,6,Bluzuk,Insekt
48,7,Venonat,Pokémon Insecto
48,8,Venonat,Pokémon Insetto
48,9,Venonat,Insect Pokémon
48,11,コンパン,こんちゅうポケモン
48,12,毛球,昆虫宝可梦
49,1,モルフォン,どくがポケモン
49,2,Morphon,
49,3,도나리,독나방포켓몬
49,4,摩魯蛾,毒蛾寶可夢
49,5,Aéromite,Pokémon Papipoison
49,6,Omot,Giftmotte
49,7,Venomoth,Pokémon Polilla Ven.
49,8,Venomoth,Pokémon Velentarma
49,9,Venomoth,Poison Moth Pokémon
49,11,モルフォン,どくがポケモン
49,12,摩鲁蛾,毒蛾宝可梦
50,1,ディグダ,もぐらポケモン
50,2,Digda,
50,3,디그다,두더지포켓몬
50,4,地鼠,鼴鼠寶可夢
50,5,Taupiqueur,Pokémon Taupe
50,6,Digda,Maulwurf-Pokémon
50,7,Diglett,Pokémon Topo
50,8,Diglett,Pokémon Talpa
50,9,Diglett,Mole Pokémon
50,11,ディグダ,もぐらポケモン
50,12,地鼠,鼹鼠宝可梦
51,1,ダグトリオ,もぐらポケモン
51,2,Dugtrio,
51,3,닥트리오,두더지포켓몬
51,4,三地鼠,鼴鼠寶可夢
51,5,Triopikeur,Pokémon Taupe
51,6,Digdri,Maulwurf-Pokémon
51,7,Dugtrio,Pokémon Topo
51,8,Dugtrio,Pokémon Talpa
51,9,Dugtrio,Mole Pokémon
51,11,ダグトリオ,もぐらポケモン
51,12,三地鼠,鼹鼠宝可梦
52,1,ニャース,ばけねこポケモン
52,2,Nyarth,
52,3,나옹,요괴고양이포켓몬
52,4,喵喵,妖怪貓寶可夢
52,5,Miaouss,Pokémon Chadégout
52,6,Mauzi,Katzen-Pokémon
52,7,Meowth,Pokémon Gato Araña
52,8,Meowth,Pokémon Graffimiao
52,9,Meowth,Scratch Cat Pokémon
52,11,ニャース,ばけねこポケモン
52,12,喵喵,妖怪猫宝可梦
53,1,ペルシアン,シャムネコポケモン
53,2,Persian,
53,3,페르시온,샴고양이포켓몬
53,4,貓老大,暹羅貓寶可夢
53,5,Persian,Pokémon Chadeville
53,6,Snobilikat,Rassekatzen-Pokémon
53,7,Persian,Pokémon Gato Fino
53,8,Persian,Pokémon Nobilgatto
53,9,Persian,Classy Cat Pokémon
53,11,ペルシアン,シャムネコポケモン
53,12,猫老大,暹罗猫宝可梦
54,1,コダック,あひるポケモン
54,2,Koduck,
54,3,고라파덕,오리포켓몬
54,4,可達鴨,鴨寶可夢
54,5,Psykokwak,Pokémon Canard
54,6,Enton,Enten-Pokémon
54,7,Psyduck,Pokémon Pato
54,8,Psyduck,Pokémon Papero
54,9,Psyduck,Duck Pokémon
54,11,コダック,あひるポケモン
54,12,可达鸭,鸭宝可梦
55,1,ゴルダック,あひるポケモン
55,2,Golduck,
55,3,골덕,오리포켓몬
55,4,哥達鴨,鴨寶可夢
55,5,Akwakwak,Pokémon Canard
55,6,Entoron,Enten-Pokémon
55,7,Golduck,Pokémon Pato
55,8,Golduck,Pokémon Papero
55,9,Golduck,Duck Pokémon
55,11,ゴルダック,あひるポケモン
55,12,哥达鸭,鸭宝可梦
56,1,マンキー,ぶたざるポケモン
56,2,Mankey,
56,3,망키,돈숭이포켓몬
56,4,猴怪,豬猴寶可夢
56,5,Férosinge,Pokémon Porsinge
56,6,Menki,Schwein/Affe
56,7,Mankey,Pokémon Mono Cerdo
56,8,Mankey,Pokémon Suinpanzé
56,9,Mankey,Pig Monkey Pokémon
56,11,マンキー,ぶたざるポケモン
56,12,猴怪,猪猴宝可梦
57,1,オコリザル,ぶたざるポケモン
57,2,Okorizaru,
57,3,성원숭,돈숭이포켓몬
57,4,火爆猴,豬猴寶可夢
57,5,Colossinge,Pokémon Porsinge
57,6,Rasaff,Schwein/Affe
57,7,Primeape,Pokémon Mono Cerdo
57,8,Primeape,Pokémon Suinpanzé
57,9,Primeape,Pig Monkey Pokémon
57,11,オコリザル,ぶたざるポケモン
57,12,火暴猴,猪猴宝可梦
58,1,ガーディ,こいぬポケモン
58,2,Gardie,
58,3,가디,강아지포켓몬
58,4,卡蒂狗,小狗寶可夢
58,5,Caninos,Pokémon Chiot
58,6,Fukano,Welpen-Pokémon
58,7,Growlithe,Pokémon Perrito
58,8,Growlithe,Pokémon Cagnolino
58,9,Growlithe,Puppy Pokémon
58,11,ガーディ,こいぬポケモン
58,12,卡蒂狗,小狗宝可梦
59,1,ウインディ,でんせつポケモン
59,2,Windie,
59,3,윈디,전설포켓몬
59,4,風速狗,傳說寶可夢
59,5,Arcanin,Pokémon Légendaire
59,6,Arkani,Legendär-Pokémon
59,7,Arcanine,Pokémon Leyenda
59,8,Arcanine,Pokémon Leggenda
59,9,Arcanine,Legendary Pokémon
59,11,ウインディ,でんせつポケモン
59,12,风速狗,传说宝可梦
60,1,ニョロモ,おたまポケモン
60,2,Nyoromo,
60,3,발챙이,올챙이포켓몬
60,4,蚊香蝌蚪,蝌蚪寶可夢
60,5,Ptitard,Pokémon Têtard
60,6,Quapsel,Kaulquappen-Pokémon
60,7,Poliwag,Pokémon Renacuajo
60,8,Poliwag,Pokémon Girino
60,9,Poliwag,Tadpole Pokémon
60,11,ニョロモ,おたまポケモン
60,12,蚊香蝌蚪,蝌蚪宝可梦
61,1,ニョロゾ,おたまポケモン
61,2,Nyorozo,
61,3,슈륙챙이,올챙이포켓몬
61,4,蚊香君,蝌蚪寶可夢
61,5,Têtarte,Pokémon Têtard
61,6,Quaputzi,Kaulquappen-Pokémon
61,7,Poliwhirl,Pokémon Renacuajo
61,8,Poliwhirl,Pokémon Girino
61,9,Poliwhirl,Tadpole Pokémon
61,11,ニョロゾ,おたまポケモン
61,12,蚊香君,蝌蚪宝可梦
62,1,ニョロボン,おたまポケモン
62,2,Nyorobon,
62,3,강챙이,올챙이포켓몬
62,4,蚊香泳士,蝌蚪寶可夢
62,5,Tartard,Pokémon Têtard
62,6,Quappo,Kaulquappen-Pokémon
62,7,Poliwrath,Pokémon Renacuajo
62,8,Poliwrath,Pokémon Girino
62,9,Poliwrath,Tadpole Pokémon
62,11,ニョロボン,おたまポケモン
62,12,蚊香泳士,蝌蚪宝可梦
63,1,ケーシィ,ねんりきポケモン
63,2,Casey,
63,3,캐이시,초능력포켓몬
63,4,凱西,念力寶可夢
63,5,Abra,Pokémon Psy
63,6,Abra,Psi-Pokémon
63,7,Abra,Pokémon Psi
63,8,Abra,Pokémon Psico
63,9,Abra,Psi Pokémon
63,11,ケーシィ,ねんりきポケモン
63,12,凯西,念力宝可梦
64,1,ユンゲラー,ねんりきポケモン
64,2,Yungerer,
64,3,윤겔라,초능력포켓몬
64,4,勇基拉,念力寶可夢
64,5,Kadabra,Pokémon Psy
64,6,Kadabra,Psi-Pokémon
64,7,Kadabra,Pokémon Psi
64,8,Kadabra,Pokémon Psico
64,9,Kadabra,Psi Pokémon
64,11,ユンゲラー,ねんりきポケモン
64,12,勇基拉,念力宝可梦
65,1,フーディン,ねんりきポケモン
65,2,Foodin,
65,3,후딘,초능력포켓몬
65,4,胡地,念力寶可夢
65,5,Alakazam,Pokémon Psy
65,6,Simsala,Psi-Pokémon
65,7,Alakazam,Pokémon Psi
65,8,Alakazam,Pokémon Psico
65,9,Alakazam,Psi Pokémon
65,11,フーディン,ねんりきポケモン
65,12,胡地,念力宝可梦
66,1,ワンリキー,かいりきポケモン
66,2,Wanriky,
66,3,알통몬,괴력포켓몬
66,4,腕力,怪力寶可夢
66,5,Machoc,Pokémon Colosse
66,6,Machollo,Kraftprotz-Pokémon
66,7,Machop,Pokémon Superpoder
66,8,Machop,Pokémon Megaforza
66,9,Machop,Superpower Pokémon
66,11,ワンリキー,かいりきポケモン
66,12,腕力,怪力宝可梦
67,1,ゴーリキー,かいりきポケモン
67,2,Goriky,
67,3,근육몬,괴력포켓몬
67,4,豪力,怪力寶可夢
67,5,Machopeur,Pokémon Colosse
67,6,Maschock,Kraftprotz-Pokémon
67,7,Machoke,Pokémon Superpoder
67,8,Machoke,Pokémon Megaforza
67,9,Machoke,Superpower Pokémon
67,11,ゴーリキー,かいりきポケモン
67,12,豪力,怪力宝可梦
68,1,カイリキー,かいりきポケモン
68,2,Kairiky,
68,3,괴력몬,괴력포켓몬
68,4,怪力,怪力寶可夢
